101956964  |1.2||1.2||1.2||1.2||1.2||1.2||1.19||1.19||1.19||1.19||1.18||1.17||1.16||0.83|===|1.22||1.23||1.23||1.23||1.23||1.25||1.25||1.25||1.25||1.25||1.26||1.28||1.3||1.32||5|<===>|65||50||38||33||16||11||71||39||26||10||6||11||45||21|===|1||102||55||32||29||168||112||22||21||3||6||15||33||22||11|   |72||90||81||66||87||78||67||88||69||77||65||73||84||74||81||72||90||78||87||67||77||84||74||69||65||88||66||73||80|    )14, 15, 66, 18
101958596  |1.2||1.2||1.2||1.2||1.2||1.2||1.19||1.19||1.19||1.19||1.18||1.17||1.16||0.83|===|1.22||1.23||1.23||1.23||1.23||1.25||1.25||1.25||1.25||1.25||1.26||1.28||1.3||1.32||5|<===>|65||50||38||33||16||11||71||39||26||10||6||11||45||21|===|1||118||55||32||29||168||112||22||21||3||6||15||33||22||11|   |72||90||81||66||87||78||67||88||69||77||65||73||84||74||81||72||90||78||87||67||77||84||74||69||65||88||66||73||80|    )14, 15, 72, 4
101958633  |1.2||1.2||1.2||1.2||1.2||1.2||1.19||1.19||1.19||1.19||1.18||1.17||1.16||0.83|===|1.22||1.23||1.23||1.23||1.23||1.25||1.25||1.25||1.25||1.25||1.26||1.28||1.3||1.32||5|<===>|65||50||38||33||16||11||71||39||26||10||6||11||45||21|===|1||118||55||32||29||168||134||22||21||3||6||15||33||22||11|   |72||90||81||66||87||78||67||88||69||77||65||73||84||74||81||72||90||78||87||67||77||84||74||69||65||88||66||73||80|    )14, 15, 77, 4
101959610  |1.2||1.2||1.2||1.2||1.2||1.2||1.19||1.19||1.19||1.19||1.18||1.17||1.16||0.83|===|1.22||1.23||1.23||1.23||1.23||1.25||1.25||1.25||1.25||1.25||1.26||1.28||1.3||1.32||5|<===>|65||50||38||33||16||11||71||39||26||10||6||11||45||21|===|1||118||55||32||29||168||134||22||21||3||9||15||33||22||11|   |72||90||81||66||87||78||67||88||69||77||65||73||84||74||81||72||90||78||87||67||77||84||74||69||65||88||66||73||80|    )14, 15, 65, 4
101959708  |1.2||1.2||1.2||1.2||1.2||1.2||1.19||1.19||1.19||1.19||1.18||1.17||1.16||0.83|===|1.22||1.23||1.23||1.23||1.23||1.25||1.25||1.25||1.25||1.25||1.26||1.28||1.3||1.32||5|<===>|80||65||38||33||16||11||71||39||26||10||6||11||45||21|===|1||118||55||32||29||168||134||22||21||3||9||15||33||22||11|   |90||72||81||66||87||78||67||88||69||77||65||73||84||74||81||72||90||78||87||67||77||84||74||69||65||88||66||73||80|    )14, 15, 90, 17
101959708  |1.2||1.2||1.2||1.2||1.2||1.2||1.19||1.19||1.19||1.19||1.18||1.17||1.16||0.83|===|1.22||1.23||1.23||1.23||1.23||1.25||1.25||1.25||1.25||1.25||1.26||1.28||1.3||1.32||5|<===>|80||49||38||33||16||11||71||39||26||10||6||11||45||21|===|1||118||55||32||29||168||134||22||21||3||9||15||33||22||11|   |90||72||81||66||87||78||67||88||69||77||65||73||84||74||81||72||90||78||87||67||77||84||74||69||65||88||66||73||80|    )14, 15, 72, 17
101959710  |1.2||1.2||1.2||1.2||1.2||1.19||1.19||1.19||1.19||1.19||1.18||1.17||1.16||0.83|===|1.22||1.23||1.23||1.23||1.23||1.25||1.25||1.25||1.25||1.25||1.26||1.28||1.3||1.32||5|<===>|80||49||38||16||11||71||39||33||26||10||6||11||45||21|===|1||118||55||32||29||168||134||22||21||3||9||15||33||22||11|   |90||72||81||87||78||67||88||66||69||77||65||73||84||74||81||72||90||78||87||67||77||84||74||69||65||88||66||73||80|    )14, 15, 66, 18
101959750  |1.2||1.2||1.2||1.2||1.2||1.19||1.19||1.19||1.19||1.19||1.18||1.17||1.16||0.83|===|1.22||1.23||1.23||1.23||1.23||1.25||1.25||1.25||1.25||1.25||1.26||1.28||1.3||1.32||5|<===>|80||65||38||16||11||71||39||33||26||10||6||11||45||21|===|1||118||55||32||29||168||134||22||21||3||9||15||33||22||11|   |90||72||81||87||78||67||88||66||69||77||65||73||84||74||81||72||90||78||87||67||77||84||74||69||65||88||66||73||80|    )14, 15, 72, 17
101959867  |1.2||1.2||1.2||1.2||1.2||1.19||1.19||1.19||1.19||1.19||1.18||1.17||1.16||0.83|===|1.22||1.23||1.23||1.23||1.23||1.25||1.25||1.25||1.25||1.25||1.25||1.28||1.3||1.32||5|<===>|80||65||38||16||11||71||39||33||26||10||6||11||45||21|===|1||118||55||32||29||168||134||22||21||5||3||15||33||22||11|   |90||72||81||87||78||67||88||66||69||77||65||73||84||74||81||72||90||78||87||67||77||84||74||65||69||88||66||73||80|    )14, 15, 65, 12
101959873  |1.2||1.2||1.2||1.2||1.2||1.19||1.19||1.19||1.19||1.19||1.18||1.17||1.16||0.83|===|1.22||1.22||1.23||1.23||1.23||1.25||1.25||1.25||1.25||1.25||1.25||1.28||1.3||1.32||5|<===>|80||65||38||16||11||71||39||33||26||10||6||11||45||21|===|11||1||118||55||29||168||134||22||21||5||3||15||33||22||11|   |90||72||81||87||78||67||88||66||69||77||65||73||84||74||78||81||72||90||87||67||77||84||74||65||69||88||66||73||80|    )14, 15, 78, 76
