110758946  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.2||1.21|<===>|34||18||12||33||25||2||140||42||2||11||210||42||27||21|===|47||43||18||16||13||36||31||30||10||9||7||33||21||41||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||87||78||77||74||67||80||84||69||66||88||65||73|    )14, 15, 72, 69
110758946  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.2||1.21|<===>|34||18||12||33||25||2||140||42||2||11||210||42||27||21|===|47||43||25||16||13||36||31||30||10||9||7||33||21||41||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||87||78||77||74||67||80||84||69||66||88||65||73|    )14, 15, 81, 68
110758948  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.2||1.21|<===>|34||18||12||33||25||2||140||42||2||11||210||42||27||21|===|47||43||25||17||16||36||31||30||10||9||7||33||21||41||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||78||87||77||74||67||80||84||69||66||88||65||73|    )14, 15, 78, 68
110758960  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.2||1.21|<===>|34||18||12||33||25||2||140||42||2||11||210||42||27||21|===|47||43||25||18||17||36||31||30||10||9||7||33||21||41||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||87||78||77||74||67||80||84||69||66||88||65||73|    )14, 15, 87, 68
110759097  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.2||1.21|<===>|34||18||12||33||25||2||140||42||2||11||210||42||27||21|===|47||43||25||18||17||36||31||30||10||9||7||33||32||41||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||87||78||77||74||67||80||84||69||66||88||65||73|    )14, 15, 88, 4
110759584  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.21|<===>|34||18||12||33||25||2||140||42||2||11||210||42||27||21|===|47||43||25||18||17||7||36||31||30||10||9||7||33||32||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||87||78||65||77||74||67||80||84||69||66||88||73|    )14, 15, 65, 76
110759854  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.21|<===>|34||18||12||33||25||2||140||41||2||11||210||42||27||21|===|47||43||25||18||17||7||36||31||30||10||8||7||33||32||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||87||78||65||77||74||67||80||84||69||66||88||73|    )14, 15, 84, 5
110759862  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.21|<===>|34||18||11||33||25||2||140||41||2||11||210||42||27||21|===|47||43||25||18||16||7||36||31||30||10||8||7||33||32||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||87||78||65||77||74||67||80||84||69||66||88||73|    )14, 15, 78, 85
110800117  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.21|<===>|30||18||11||33||25||2||140||41||2||11||210||42||27||21|===|47||43||25||18||16||7||36||31||30||10||8||7||33||32||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||87||78||65||77||74||67||80||84||69||66||88||73|    )14, 15, 90, 17
110800117  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.21|<===>|30||18||11||33||25||2||140||41||2||11||210||42||27||21|===|47||39||25||18||16||7||36||31||30||10||8||7||33||32||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||87||78||65||77||74||67||80||84||69||66||88||73|    )14, 15, 90, 68
110800117  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.21|<===>|30||18||11||33||25||2||140||41||2||11||210||42||27||21|===|47||40||25||18||16||7||36||31||30||10||8||7||33||32||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||87||78||65||77||74||67||80||84||69||66||88||73|    )14, 15, 90, 68
110804161  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.21|<===>|30||18||15||33||25||2||140||41||2||11||210||42||27||21|===|47||40||25||18||16||7||36||31||30||10||8||7||33||32||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||87||78||65||77||74||67||80||84||69||66||88||73|    )14, 15, 78, 17
110804161  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.2||1.21|<===>|30||18||15||33||25||2||140||41||2||11||210||42||27||21|===|47||40||25||18||16||36||31||30||10||8||7||33||32||27||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||87||78||77||74||67||80||84||69||66||88||65||73|    )14, 15, 65, 76
110804165  |1.15||1.15||1.15||1.14||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.2||1.21|<===>|30||28||15||33||25||2||140||41||2||11||210||42||27||21|===|47||40||25||18||16||36||31||30||10||8||7||33||32||27||22|   |90||81||78||66||72||69||77||84||67||73||87||88||65||74||72||90||81||87||78||77||74||67||80||84||69||66||88||65||73|    )14, 15, 81, 17
110804375  |1.15||1.15||1.15||1.15||1.14||1.14||1.13||1.13||1.13||1.11||1.09||1.09||1.09||0.95|===|1.16||1.16||1.16||1.16||1.16||1.17||1.17||1.17||1.17||1.17||1.17||1.19||1.19||1.2||1.21|<===>|30||28||15||11||33||2||140||41||2||11||210||42||27||21|===|47||40||25||18||16||36||31||30||10||8||7||33||32||27||22|   |90||81||78||72||66||69||77||84||67||73||87||88||65||74||72||90||81||87||78||77||74||67||80||84||69||66||88||65||73|    )14, 15, 72, 19
